Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.418"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.91"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.795"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.359"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.704"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2015","2015","°c","0.594"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.149"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.412"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2018","2018","°c","0.988"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.222"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.369"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2021","2021","°c","0.927"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.911"
"ET","Temperature change on land","826","United Kingdom of Great Britain and Northern Ireland","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.477"
